"","Brand","ProductName","ShadeName","ShadeColour","L"
"1152","Shiseido","Synchro Skin Self-Refreshing Foundation","260","#D9AA96",0.719607843137255
"1153","Shiseido","Synchro Skin Self-Refreshing Foundation","340","#C48E6D",0.598039215686274
"1154","Shiseido","Synchro Skin Self-Refreshing Foundation","350","#D8A183",0.680392156862745
"1155","Shiseido","Synchro Skin Self-Refreshing Foundation","360","#DC9871",0.652941176470588
"1156","Shiseido","Synchro Skin Self-Refreshing Foundation","410","#DC9871",0.652941176470588
"1157","Shiseido","Synchro Skin Self-Refreshing Foundation","420","#A95D39",0.443137254901961
"1158","Shiseido","Synchro Skin Self-Refreshing Foundation","430","#C1763C",0.496078431372549
"1159","Shiseido","Synchro Skin Self-Refreshing Foundation","440","#7D452B",0.329411764705882
"1160","Shiseido","Synchro Skin Self-Refreshing Foundation","450","#AD5F41",0.466666666666667
"1161","Shiseido","Synchro Skin Self-Refreshing Foundation","460","#B66746",0.494117647058824
"1162","Shiseido","Synchro Skin Self-Refreshing Foundation","510","#582D1E",0.231372549019608
"1163","Shiseido","Synchro Skin Self-Refreshing Foundation","520","#9E5138",0.419607843137255
"1164","Shiseido","Synchro Skin Self-Refreshing Foundation","530","#965736",0.4
"1165","Shiseido","Synchro Skin Self-Refreshing Foundation","540","#733830",0.319607843137255
"1166","Shiseido","Synchro Skin Self-Refreshing Foundation","550","#723727",0.3
"1167","Shiseido","Synchro Skin Self-Refreshing Foundation","560","#52342C",0.247058823529412
"1168","Shiseido","Synchro Skin Self-Refreshing Foundation","120","#E9CAB5",0.811764705882353
"1169","Shiseido","Synchro Skin Self-Refreshing Foundation","140","#EDCAB4",0.817647058823529
"1170","Shiseido","Synchro Skin Self-Refreshing Foundation","220","#EDC6A7",0.792156862745098
"1171","Shiseido","Synchro Skin Self-Refreshing Foundation","230","#E9BC9B",0.76078431372549
"1172","Shiseido","Synchro Skin Self-Refreshing Foundation","310","#DBAD95",0.72156862745098
"1173","Shiseido","Synchro Skin Self-Refreshing Foundation","320","#E3AF8D",0.72156862745098
"1174","Shiseido","Synchro Skin Self-Refreshing Foundation","330","#D7A686",0.684313725490196
"1175","Kevyn Aucoin","Stripped Nude Skin Tint","MEDIUM ST 07","#CDA582",0.656862745098039
"1176","Kevyn Aucoin","Stripped Nude Skin Tint","DEEP ST 08","#BB9370",0.586274509803921
"1177","Kevyn Aucoin","Stripped Nude Skin Tint","DEEP ST 09","#9D7659",0.482352941176471
"1178","Kevyn Aucoin","Stripped Nude Skin Tint","DEEP ST 10","#8B6950",0.429411764705882
"1179","Kevyn Aucoin","Stripped Nude Skin Tint","LIGHT ST 01","#F2C9AD",0.813725490196078
"1180","Kevyn Aucoin","Stripped Nude Skin Tint","LIGHT ST 02","#EDC4A4",0.786274509803922
"1181","Kevyn Aucoin","Stripped Nude Skin Tint","LIGHT ST 03","#E7BF9C",0.758823529411765
"1182","Kevyn Aucoin","Stripped Nude Skin Tint","MEDIUM ST 04","#E0B392",0.725490196078431
"1183","Kevyn Aucoin","Stripped Nude Skin Tint","MEDIUM ST 05","#D4AE8A",0.686274509803922
"1184","Kevyn Aucoin","Stripped Nude Skin Tint","MEDIUM ST 06","#CEAB85",0.664705882352941
"1185","By Terry","Hyaluronic Hydra Foundation SPF30","C100","#EED0B6",0.823529411764706
"1186","By Terry","Hyaluronic Hydra Foundation SPF30","C200","#E9C8A7",0.784313725490196
"1187","By Terry","Hyaluronic Hydra Foundation SPF30","C300","#E2C1A2",0.76078431372549
"1188","By Terry","Hyaluronic Hydra Foundation SPF30","C400","#E9C39C",0.762745098039216
"1189","By Terry","Hyaluronic Hydra Foundation SPF30","C500","#E2B693",0.731372549019608
"1190","By Terry","Hyaluronic Hydra Foundation SPF30","N100","#EDD6B6",0.82156862745098
"1191","By Terry","Hyaluronic Hydra Foundation SPF30","N500","#D9B68E",0.703921568627451
"1192","By Terry","Hyaluronic Hydra Foundation SPF30","W100","#F1D5B0",0.817647058823529
"1193","By Terry","Hyaluronic Hydra Foundation SPF30","W200","#E9CCA2",0.774509803921569
"1194","By Terry","Hyaluronic Hydra Foundation SPF30","W300","#E6C49E",0.76078431372549
"1195","By Terry","Hyaluronic Hydra Foundation SPF30","W400","#E4C38D",0.723529411764706
"1196","By Terry","Hyaluronic Hydra Foundation SPF30","W500","#DBB083",0.686274509803922
"1197","By Terry","Hyaluronic Hydra Foundation SPF30","600N","#AB6842",0.464705882352941
"1198","By Terry","Hyaluronic Hydra Foundation SPF30","600C","#C78352",0.550980392156863
"1199","By Terry","Hyaluronic Hydra Foundation SPF30","600W","#75412C",0.315686274509804
"1200","By Terry","Hyaluronic Hydra Foundation SPF30","N200","#EACEA7",0.786274509803922
"1201","By Terry","Hyaluronic Hydra Foundation SPF30","N300","#CFB489",0.674509803921569
"1202","By Terry","Hyaluronic Hydra Foundation SPF30","N400","#E1BE94",0.731372549019608
"1203","RMS Beauty","Un Cover-up Cream Foundation","000","#F7EBDB",0.913725490196078
"1204","RMS Beauty","Un Cover-up Cream Foundation","11","#F1D9AD",0.811764705882353
"1205","RMS Beauty","Un Cover-up Cream Foundation","11.5","#EFCEA1",0.784313725490196
"1206","RMS Beauty","Un Cover-up Cream Foundation","22.5","#EBBD8B",0.733333333333333
"1207","RMS Beauty","Un Cover-up Cream Foundation","33","#E5B181",0.701960784313725
"1208","RMS Beauty","Un Cover-up Cream Foundation","33.5","#D4A879",0.652941176470588
"1209","RMS Beauty","Un Cover-up Cream Foundation","44","#D9A274",0.652941176470588
"1210","RMS Beauty","Un Cover-up Cream Foundation","55","#CF8F5F",0.592156862745098
"1211","RMS Beauty","Un Cover-up Cream Foundation","66","#CC874E",0.552941176470588
"1212","RMS Beauty","Un Cover-up Cream Foundation","77","#B17344",0.480392156862745
"1213","RMS Beauty","Un Cover-up Cream Foundation","88","#AA6A3E",0.454901960784314
"1214","RMS Beauty","Un Cover-up Cream Foundation","99","#9A5931",0.398039215686274
"1215","RMS Beauty","Un Cover-up Cream Foundation","111","#744228",0.305882352941176
"1216","RMS Beauty","Un Cover-up Cream Foundation","122","#6B4633",0.309803921568627
"1217","RMS Beauty","Un Cover-up Cream Foundation","00","#ECD7BA",0.827450980392157
"1218","RMS Beauty","Un Cover-up Cream Foundation","22","#EBC18F",0.741176470588235
"1219","Chantecaille","Future Skin Foundation","AURA","#EFD4B9",0.831372549019608
"1220","Chantecaille","Future Skin Foundation","PORCELAIN","#FCEBDA",0.92156862745098
"1221","Chantecaille","Future Skin Foundation","ALABASTER","#FDE6CC",0.896078431372549
"1222","Chantecaille","Future Skin Foundation","IVORY","#F5DBBD",0.850980392156863
"1223","Chantecaille","Future Skin Foundation","CAMOMILE","#FAE3C2",0.870588235294118
"1224","Chantecaille","Future Skin Foundation","VANILLA","#F3D4BA",0.841176470588235
"1225","Chantecaille","Future Skin Foundation","NUDE","#EBBF9E",0.770588235294118
"1226","Chantecaille","Future Skin Foundation","CREAM","#EECAA3",0.786274509803922
"1227","Chantecaille","Future Skin Foundation","SHEA","#E6BD97",0.747058823529412
"1228","Chantecaille","Future Skin Foundation","HAZEL","#CD9963",0.596078431372549
"1229","Chantecaille","Future Skin Foundation","SAND","#E3B891",0.729411764705882
"1230","Chantecaille","Future Skin Foundation","WHEAT","#DCA880",0.682352941176471
"1231","Chantecaille","Future Skin Foundation","BANANA","#D1916B",0.619607843137255
"1232","Chantecaille","Future Skin Foundation","SUNTAN","#D49E7A",0.654901960784314
"1233","Chantecaille","Future Skin Foundation","CAROB","#8E6049",0.42156862745098
"1234","Surratt","Dew Drop Foundation","18","#9B6446",0.441176470588235
"1235","Surratt","Dew Drop Foundation","1","#EED9BA",0.831372549019608
"1236","Surratt","Dew Drop Foundation","1.5","#EDD6B6",0.82156862745098
"1237","Surratt","Dew Drop Foundation","2","#ECCFAF",0.805882352941176
"1238","Surratt","Dew Drop Foundation","3","#F0CCA8",0.8
"1239","Surratt","Dew Drop Foundation","4","#F0C9A2",0.788235294117647
"1240","Surratt","Dew Drop Foundation","5","#E6C39D",0.758823529411765
"1241","Surratt","Dew Drop Foundation","6","#E0BA96",0.733333333333333
"1242","Surratt","Dew Drop Foundation","6.5","#D8AB8A",0.694117647058824
"1243","Surratt","Dew Drop Foundation","7","#D7B18C",0.696078431372549
"1244","Surratt","Dew Drop Foundation","8","#D9B591",0.709803921568627
"1245","Surratt","Dew Drop Foundation","9","#D2B18E",0.690196078431373
"1246","Surratt","Dew Drop Foundation","10","#D1A777",0.643137254901961
"1247","Surratt","Dew Drop Foundation","11","#D3B58F",0.694117647058824
"1248","Surratt","Dew Drop Foundation","12","#A5835D",0.505882352941176
"1249","Surratt","Dew Drop Foundation","13","#CBA282",0.652941176470588
"1250","Surratt","Dew Drop Foundation","14","#886456",0.435294117647059
"1251","Surratt","Dew Drop Foundation","15","#A27659",0.492156862745098
"1252","Surratt","Dew Drop Foundation","16","#9E7257",0.480392156862745
"1253","Surratt","Dew Drop Foundation","17","#996C4F",0.454901960784314
"1254","Charlotte Tilbury","Hollywood Flawless Filter","1 FAIR","#EBDAC0",0.837254901960784
"1255","Charlotte Tilbury","Hollywood Flawless Filter","2 LIGHT","#E6CEB4",0.803921568627451
"1256","Charlotte Tilbury","Hollywood Flawless Filter","5  TAN","#D2AF89",0.680392156862745
"1257","Charlotte Tilbury","Hollywood Flawless Filter","7 DARK","#BB8354",0.531372549019608
"1258","Charlotte Tilbury","Hollywood Flawless Filter","2.5 FAIR","#EFD6AE",0.809803921568627
"1259","Charlotte Tilbury","Hollywood Flawless Filter","4.5 MEDIUM","#D29962",0.603921568627451
"1260","Charlotte Tilbury","Hollywood Flawless Filter","5.5 TAN","#C7A06F",0.607843137254902
"1261","Charlotte Tilbury","Hollywood Flawless Filter","6.5 DEEP","#C49363",0.57843137254902
"1262","Charlotte Tilbury","Hollywood Flawless Filter","8 DEEP","#76533D",0.350980392156863
"1263","Charlotte Tilbury","Hollywood Flawless Filter","3 FAIR/PALE","#D2B192",0.698039215686274
"1264","Charlotte Tilbury","Hollywood Flawless Filter","6 DARK TAN","#CCA176",0.631372549019608
"1293","Charlotte Tilbury","Airbrush Flawless Foundation","1 COOL","#F2D4BC",0.843137254901961
"1294","Charlotte Tilbury","Airbrush Flawless Foundation","1 NEUTRAL","#F1D5BF",0.847058823529412
"1295","Charlotte Tilbury","Airbrush Flawless Foundation","2 COOL","#F3E1D3",0.890196078431372
"1296","Charlotte Tilbury","Airbrush Flawless Foundation","2 NEUTRAL","#F2E2D2",0.886274509803922
"1297","Charlotte Tilbury","Airbrush Flawless Foundation","3 COOL","#EEDCC8",0.858823529411765
"1298","Charlotte Tilbury","Airbrush Flawless Foundation","3 NEUTRAL","#F3E1C9",0.870588235294118
"1299","Charlotte Tilbury","Airbrush Flawless Foundation","3 WARM","#EFDFC8",0.86078431372549
"1300","Charlotte Tilbury","Airbrush Flawless Foundation","4 NEUTRAL","#E9D5BD",0.827450980392157
"1301","Charlotte Tilbury","Airbrush Flawless Foundation","4 WARM","#EEDABF",0.841176470588235
"1302","Charlotte Tilbury","Airbrush Flawless Foundation","5 COOL","#E2CAB0",0.788235294117647
"1303","Charlotte Tilbury","Airbrush Flawless Foundation","5 NEUTRAL","#E6CAB2",0.8
"1304","Charlotte Tilbury","Airbrush Flawless Foundation","5 WARM","#E1C9AF",0.784313725490196
"1305","Charlotte Tilbury","Airbrush Flawless Foundation","5.5 NEUTRAL","#E0C2A6",0.764705882352941
"1306","Charlotte Tilbury","Airbrush Flawless Foundation","5.5 WARM","#DEC3A8",0.764705882352941
"1307","Charlotte Tilbury","Airbrush Flawless Foundation","6 WARM","#EAD6BB",0.825490196078431
"1308","Charlotte Tilbury","Airbrush Flawless Foundation","6 NEUTRAL","#E9D4B9",0.819607843137255
"1309","Charlotte Tilbury","Airbrush Flawless Foundation","7 NEUTRAL","#E4C9AC",0.784313725490196
"1310","Charlotte Tilbury","Airbrush Flawless Foundation","7 WARM","#E8C9AD",0.794117647058824
"1311","Charlotte Tilbury","Airbrush Flawless Foundation","7.5 NEUTRAL","#D7BDA2",0.73921568627451
"1312","Charlotte Tilbury","Airbrush Flawless Foundation","7.5 WARM","#D9BDA5",0.749019607843137
"1313","Charlotte Tilbury","Airbrush Flawless Foundation","8 COOL","#DDBF9D",0.741176470588235
"1314","Charlotte Tilbury","Airbrush Flawless Foundation","8 WARM","#E4C09C",0.752941176470588
"1315","Charlotte Tilbury","Airbrush Flawless Foundation","9 COOL","#D4A682",0.670588235294118
"1316","Charlotte Tilbury","Airbrush Flawless Foundation","9 WARM","#D8AF83",0.680392156862745
"1317","Charlotte Tilbury","Airbrush Flawless Foundation","10 COOL","#C7A37F",0.63921568627451
"1318","Charlotte Tilbury","Airbrush Flawless Foundation","10 NEUTRAL","#C8A882",0.647058823529412
"1319","Charlotte Tilbury","Airbrush Flawless Foundation","10 WARM","#C8A881",0.645098039215686
"1320","Charlotte Tilbury","Airbrush Flawless Foundation","11 COOL","#F1D5BD",0.843137254901961
"1321","Charlotte Tilbury","Airbrush Flawless Foundation","11 NEUTRAL","#B88C65",0.558823529411765
"1322","Charlotte Tilbury","Airbrush Flawless Foundation","11 WARM","#C89E78",0.627450980392157
"1323","Charlotte Tilbury","Airbrush Flawless Foundation","12 COOL","#C7A37F",0.63921568627451
"1324","Charlotte Tilbury","Airbrush Flawless Foundation","12.5 NEUTRAL","#BF9871",0.596078431372549
"1325","Charlotte Tilbury","Airbrush Flawless Foundation","12.5 WARM","#BC9470",0.588235294117647
"1326","Charlotte Tilbury","Airbrush Flawless Foundation","13 COOL","#B08769",0.550980392156863
"1327","Charlotte Tilbury","Airbrush Flawless Foundation","13 NEUTRAL","#AC8566",0.537254901960784
"1328","Charlotte Tilbury","Airbrush Flawless Foundation","14 COOL","#AA7D56",0.501960784313725
"1329","Charlotte Tilbury","Airbrush Flawless Foundation","14 NEUTRAL","#9B6E4F",0.458823529411765
"1330","Charlotte Tilbury","Airbrush Flawless Foundation","14 WARM","#9B6C50",0.46078431372549
"1331","Charlotte Tilbury","Airbrush Flawless Foundation","15 COOL","#B7795A",0.535294117647059
"1332","Charlotte Tilbury","Airbrush Flawless Foundation","15 NEUTRAL","#B37C5E",0.535294117647059
"1333","Charlotte Tilbury","Airbrush Flawless Foundation","15 WARM","#B47D5F",0.53921568627451
"1334","Charlotte Tilbury","Airbrush Flawless Foundation","15.5 COOL","#BB7C59",0.541176470588235
"1335","Charlotte Tilbury","Airbrush Flawless Foundation","16 COOL","#9E6552",0.470588235294118
"1336","Charlotte Tilbury","Airbrush Flawless Foundation","16 NEUTRAL","#A16654",0.480392156862745
"1337","Charlotte Tilbury","Light Wonder Foundation","10 DARK","#CFA57F",0.654901960784314
"1338","Charlotte Tilbury","Light Wonder Foundation","1.5 FAIR","#DFC9B2",0.786274509803922
"1339","Charlotte Tilbury","Light Wonder Foundation","4.5 FAIR","#D7B899",0.72156862745098
"1340","Charlotte Tilbury","Light Wonder Foundation","1  FAIR","#E8D6BE",0.827450980392157
"1341","Charlotte Tilbury","Light Wonder Foundation","2  FAIR","#E4D0B8",0.807843137254902
"1342","Charlotte Tilbury","Light Wonder Foundation","3  FAIR","#E1C9B1",0.788235294117647
"1343","Charlotte Tilbury","Light Wonder Foundation","4  FAIR","#DBBFA7",0.756862745098039
"1344","Charlotte Tilbury","Light Wonder Foundation","5  MEDIUM","#DCBCA7",0.758823529411765
"1345","Charlotte Tilbury","Light Wonder Foundation","6  MEDIUM","#DEC8B3",0.786274509803922
"1346","Charlotte Tilbury","Light Wonder Foundation","7  MEDIUM","#DAC2AA",0.76078431372549
"1347","Charlotte Tilbury","Light Wonder Foundation","8  MEDIUM","#D9BBA1",0.741176470588235
"1348","Charlotte Tilbury","Light Wonder Foundation","9  DARK","#D1AF89",0.67843137254902
"1349","Kevyn Aucoin","Foundation Balm","FB 01","#D8BA98",0.72156862745098
"1350","Kevyn Aucoin","Foundation Balm","FB 02","#DFBD90",0.719607843137255
"1351","Kevyn Aucoin","Foundation Balm","FB 03","#D4B48E",0.694117647058824
"1352","Kevyn Aucoin","Foundation Balm","FB 04","#DCBA8C",0.705882352941177
"1353","Kevyn Aucoin","Foundation Balm","FB 4.5","#C29673",0.605882352941176
"1354","Kevyn Aucoin","Foundation Balm","FB 05","#C89D7B",0.633333333333333
"1355","Kevyn Aucoin","Foundation Balm","FB 5.5","#CFA481",0.658823529411765
"1356","Kevyn Aucoin","Foundation Balm","FB 06","#D6B08C",0.694117647058824
"1357","Kevyn Aucoin","Foundation Balm","FB 07","#A67856",0.494117647058824
"1358","Kevyn Aucoin","Foundation Balm","FB 7.5","#CDAB88",0.668627450980392
"1359","Kevyn Aucoin","Foundation Balm","FB 08","#A07250",0.470588235294118
"1360","Kevyn Aucoin","Foundation Balm","FB 09","#C19473",0.603921568627451
"1361","Kevyn Aucoin","Foundation Balm","FB 10","#B38762",0.543137254901961
"1362","Kevyn Aucoin","Foundation Balm","FB 10.5","#D2976D",0.625490196078431
"1363","Kevyn Aucoin","Foundation Balm","FB 11","#B58F6B",0.564705882352941
"1364","Kevyn Aucoin","Foundation Balm","FB 12","#8D603F",0.4
"1365","Kevyn Aucoin","Foundation Balm","FB 13","#6B4731",0.305882352941176
"1366","Kevyn Aucoin","Foundation Balm","FB 14","#83533F",0.380392156862745
"1367","Kevyn Aucoin","Foundation Balm","FB 15","#A17457",0.486274509803922
"1368","Kevyn Aucoin","Foundation Balm","FB 16","#7A4B37",0.347058823529412
"1369","Sisley-Paris","Sisleÿa Le Teint","OR VANILLA","#DEC3A8",0.764705882352941
"1370","Sisley-Paris","Sisleÿa Le Teint","OB PORCELAINE","#DEC5A6",0.76078431372549
"1371","Sisley-Paris","Sisleÿa Le Teint","1B IVORY","#D5B493",0.705882352941176
"1372","Sisley-Paris","Sisleÿa Le Teint","2R ORGANZA","#D7B399",0.72156862745098
"1373","Sisley-Paris","Sisleÿa Le Teint","2B LINEN","#D6BC99",0.719607843137255
"1374","Sisley-Paris","Sisleÿa Le Teint","3R PEACH","#D4B28D",0.692156862745098
"1375","Sisley-Paris","Sisleÿa Le Teint","3B ALMOND","#D3B591",0.698039215686274
"1376","Sisley-Paris","Sisleÿa Le Teint","4B CHESTNUT","#C5A576",0.61764705882353
"1377","Sisley-Paris","Sisleÿa Le Teint","SHELL","#EFD1AB",0.803921568627451
"1378","Sisley-Paris","Sisleÿa Le Teint","SWAN","#EECFB3",0.817647058823529
"1379","Sisley-Paris","Sisleÿa Le Teint","ECRU","#EED0AE",0.807843137254902
"1380","Sisley-Paris","Sisleÿa Le Teint","000N SNOW","#DDCCBC",0.801960784313726
"1381","Sisley-Paris","Sisleÿa Le Teint","1C PETAL","#DEBBA5",0.758823529411765
"1382","Sisley-Paris","Sisleÿa Le Teint","2N IVORY BEIGE","#D8BEA5",0.747058823529412
"1383","Sisley-Paris","Sisleÿa Le Teint","5C GOLDEN","#BF9877",0.607843137254902
"1384","Sisley-Paris","Sisleÿa Le Teint","6C AMBER","#C09270",0.596078431372549
"1385","Sisley-Paris","Sisleÿa Le Teint","7N CARAMEL","#83604D",0.407843137254902
"1386","Sisley-Paris","Sisleÿa Le Teint","8C CAPPUCCINO","#654D41",0.325490196078431
"1387","Sisley-Paris","Sisleÿa Le Teint","N3R PINKY PEACH","#E6AB86",0.713725490196078
"1388","Sisley-Paris","Sisleÿa Le Teint","N4R SPICE","#CD896D",0.615686274509804
"1389","Nars","Sheer Glow Foundation","DEAUVILLE","#F5E6D3",0.894117647058823
"1390","Nars","Sheer Glow Foundation","PUNJAB","#DAC9AB",0.762745098039216
"1391","Nars","Sheer Glow Foundation","FIJI","#EAD8C5",0.845098039215686
"1392","Nars","Sheer Glow Foundation","SANTA FE","#E8D7BB",0.82156862745098
"1393","Nars","Sheer Glow Foundation","BARCELONA","#EAD4B4",0.811764705882353
"1394","Nars","Sheer Glow Foundation","STROMBOLI","#D2C096",0.705882352941176
"1395","Nars","Sheer Glow Foundation","SYRACUSE","#D9C19E",0.735294117647059
"1396","Nars","Sheer Glow Foundation","TAHOE","#D1BA92",0.696078431372549
"1397","Nars","Sheer Glow Foundation","CADIZ","#D9AE77",0.658823529411765
"1398","Nars","Sheer Glow Foundation","MACAO","#CD9D65",0.6
"1399","Nars","Sheer Glow Foundation","YUKON","#F5C8AB",0.815686274509804
"1400","Nars","Sheer Glow Foundation","SALZBURG","#EFC49A",0.770588235294118
"1401","Nars","Sheer Glow Foundation","VIENNA","#EFC39E",0.77843137254902
"1402","Nars","Sheer Glow Foundation","PATAGONIA","#E3B591",0.729411764705882
"1403","Nars","Sheer Glow Foundation","SAHEL","#DDA77B",0.674509803921569
"1404","Nars","Sheer Glow Foundation","VANUATU","#D6AA7D",0.664705882352941
"1405","Nars","Sheer Glow Foundation","VALENCIA","#D3A478",0.649019607843137
"1406","Nars","Sheer Glow Foundation","ARUBA","#CF9563",0.6
"1407","Nars","Sheer Glow Foundation","MOOREA","#C68A4F",0.543137254901961
"1408","Nars","Sheer Glow Foundation","HUAHINE","#CA9263",0.590196078431373
"1409","Nars","Sheer Glow Foundation","CARACAS","#C37C48",0.523529411764706
"1410","Nars","Sheer Glow Foundation","BELEM","#AD6E43",0.470588235294118
"1411","Nars","Sheer Glow Foundation","MARQUISES","#9E6230",0.403921568627451
"1412","Nars","Sheer Glow Foundation","NEW CALDONIA","#945B2E",0.380392156862745
"1413","Nars","Sheer Glow Foundation","IGUACU","#835130",0.350980392156863
"1414","Nars","Sheer Glow Foundation","NAMBIA","#8B512F",0.364705882352941
"1415","Nars","Sheer Glow Foundation","ZAMBIE","#7D512C",0.331372549019608
"1416","Nars","Sheer Glow Foundation","MALI","#6B3A1C",0.264705882352941
"1417","Nars","Sheer Glow Foundation","SIBERIA","#E7DFCA",0.849019607843137
"1418","Nars","Sheer Glow Foundation","MONT BLANC","#F1E1C9",0.866666666666667
"1419","Nars","Sheer Glow Foundation","GOBI","#F0E0C7",0.86078431372549
"1420","Nars","Sheer Glow Foundation","VALLAURIS","#E0AB83",0.696078431372549
"1421","Nars","Sheer Glow Foundation","OSLO","#F3CFB9",0.83921568627451
"1422","Nars","Sheer Glow Foundation","MANAUS","#8E542C",0.364705882352941
"1423","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","1C0 CAMEO","#EABD92",0.745098039215686
"1424","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","1C1 SHELL","#EBC28E",0.73921568627451
"1425","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","1N1 CREME","#ECC894",0.752941176470588
"1426","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","1N2 VANILLE","#F2C896",0.768627450980392
"1427","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","1W1 IVORY","#E9BF89",0.725490196078431
"1428","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","2C1 ECRU","#E8BD90",0.737254901960784
"1429","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","2N1 CASHEW","#E6C192",0.737254901960784
"1430","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","2N1.5 BEIGE","#E9C190",0.73921568627451
"1431","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","2N2 LINEN","#D8A16B",0.633333333333333
"1432","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","2W1 MACADAMIA","#E6C290",0.733333333333333
"1433","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","2W1.5 BISQUE","#DA9D67",0.629411764705882
"1434","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","2W2 BUTTERSCOTCH","#EEC399",0.766666666666667
"1435","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","3C1 DUNE","#D9A370",0.645098039215686
"1436","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","3N1 BUFF","#D5AC7E",0.664705882352941
"1437","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","3N1.5 LATTE","#E1B784",0.7
"1438","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","3N2 HONEY","#D8AB81",0.676470588235294
"1439","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","3W1 DUSK","#E9BE89",0.725490196078431
"1440","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","3W2 GOLDEN","#D09B59",0.58235294117647
"1441","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","4N1 SUNTAN","#D19961",0.6
"1442","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","4W1 MAPLE","#D0955D",0.590196078431373
"1443","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","4W1.5 TAWNY","#C29868",0.584313725490196
"1444","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","4W2 CHAI","#D79E66",0.62156862745098
"1445","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","5N1 PECAN","#B3743F",0.474509803921569
"1446","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","5N2 HAZELNUT","#B57744",0.488235294117647
"1447","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","6N1 TRUFFLE","#7A4A33",0.33921568627451
"1448","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","6W1 GANACHE","#9B6235",0.407843137254902
"1449","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","4C1 PRALINE","#C08354",0.541176470588235
"1450","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","5C1 NUTMEG","#B27045",0.484313725490196
"1451","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","5W1 AMBER","#BB824B",0.513725490196078
"1452","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","0C1 ALABASTER","#9B7D6C",0.515686274509804
"1453","Laura Mercier","Flawless Lumière Radiance-Perfecting Foundation","0W1 CREAM IVORY","#D4BAA0",0.729411764705882
"1454","Surratt","Surreal Skin Foundation Wand","1","#FBEBDB",0.92156862745098
"1455","Surratt","Surreal Skin Foundation Wand","2","#F8E6D8",0.909803921568627
"1456","Surratt","Surreal Skin Foundation Wand","3","#F5D8C8",0.872549019607843
"1457","Surratt","Surreal Skin Foundation Wand","4","#EFC9B2",0.817647058823529
"1458","Surratt","Surreal Skin Foundation Wand","5","#F3D7BF",0.850980392156863
"1459","Surratt","Surreal Skin Foundation Wand","6","#E1AF94",0.731372549019608
"1460","Surratt","Surreal Skin Foundation Wand","7","#E9B18C",0.731372549019608
"1461","Surratt","Surreal Skin Foundation Wand","8","#EDC5A2",0.782352941176471
"1462","Surratt","Surreal Skin Foundation Wand","9","#EABDA0",0.772549019607843
"1463","Surratt","Surreal Skin Foundation Wand","10","#D6A988",0.686274509803922
"1464","Surratt","Surreal Skin Foundation Wand","11","#C38C56",0.550980392156863
"1465","Surratt","Surreal Skin Foundation Wand","12","#AA6D41",0.46078431372549
"1466","Surratt","Surreal Skin Foundation Wand","13","#B06D43",0.476470588235294
"1467","Surratt","Surreal Skin Foundation Wand","14","#8B563D",0.392156862745098
"1468","Surratt","Surreal Skin Foundation Wand","15","#8A4623",0.33921568627451
"1469","Hourglass","Vanish Seamless Finish Foundation Stick","BLANC","#E9BFA6",0.782352941176471
"1470","Hourglass","Vanish Seamless Finish Foundation Stick","CREAM","#DDAE9A",0.735294117647059
"1471","Hourglass","Vanish Seamless Finish Foundation Stick","ALABASTER","#E3B091",0.729411764705882
"1472","Hourglass","Vanish Seamless Finish Foundation Stick","PORCELAIN","#D5AA80",0.668627450980392
"1473","Hourglass","Vanish Seamless Finish Foundation Stick","BISQUE","#D8A276",0.654901960784314
"1474","Hourglass","Vanish Seamless Finish Foundation Stick","LINEN","#DDA073",0.658823529411765
